street_number,route,locality-political,administrative_area_level_2-political,administrative_area_level_1-political,country-political,postal_code,address,longitude,latitude,neighborhood-political,postal_code_suffix,establishment-point_of_interest-transit_station,establishment-park-point_of_interest,premise,establishment-point_of_interest-subway_station-transit_station,airport-establishment-finance-moving_company-point_of_interest-storage,subpremise,bus_station-establishment-point_of_interest-transit_station,establishment-park-point_of_interest-tourist_attraction,establishment-natural_feature,airport-establishment-point_of_interest,political-sublocality-sublocality_level_1,administrative_area_level_3-political,post_box,establishment-light_rail_station-point_of_interest-transit_station,establishment-point_of_interest,aquarium-establishment-park-point_of_interest-tourist_attraction-zoo,campground-establishment-lodging-park-point_of_interest-rv_park-tourist_attraction,cemetery-establishment-park-point_of_interest
6028,County Road 3,Orland,Glenn County,California,United States,95963,"6028 Co Rd 3, Orland, CA 95963, USA",-122.25,39.79,,9279,,,,,,,,,,,,,,,,,,
4781,County Road N,Orland,Glenn County,California,United States,95963,"4781 County Rd N, Orland, CA 95963, USA",-122.16,39.78,,8103,,,,,,,,,,,,,,,,,,
7093,County Road 15,Orland,Glenn County,California,United States,95963,"7093 Co Rd 15, Orland, CA 95963, USA",-122.13,39.74,,,,,,,,,,,,,,,,,,,,
3845,County Road M,Orland,Glenn County,California,United States,95963,"3845 Co Rd M, Orland, CA 95963, USA",-122.18,39.7,,9800,,,,,,,,,,,,,,,,,,
6200,County Road 14,Orland,Glenn County,California,United States,95963,"6200 Co Rd 14, Orland, CA 95963, USA",-122.23,39.75,,9461,,,,,,,,,,,,,,,,,,
,Unnamed Road,Orland,Glenn County,California,United States,95963,"Unnamed Road, Orland, CA 95963, USA",-122.74,39.71,,,,,,,,,,,,,,,,,,,,
,Wilson Creek,,Glenn County,California,United States,,"Wilson Creek, California, USA",-122.38,39.68,,,,,,,,,,,,,,,,,,,,
,County Road P,Orland,Glenn County,California,United States,95963,"Co Rd P, Orland, CA 95963, USA",-122.14,39.65,,,,,,,,,,,,,,,,,,,,
,Kk Road,Willows,Glenn County,California,United States,95988,"Kk Rd, Willows, CA 95988, USA",-122.18,39.55,,,,,,,,,,,,,,,,,,,,
,Unnamed Road,Elk Creek,Glenn County,California,United States,95939,"Unnamed Road, Elk Creek, CA 95939, USA",-122.53,39.5,,,,,,,,,,,,,,,,,,,,
621,4th Street,Willows,Glenn County,California,United States,95988,"621 4th St, Willows, CA 95988, USA",-122.19,39.53,,2229,,,,,,,,,,,,,,,,,,
534,Edgewood Lane,Willows,Glenn County,California,United States,95988,"534 Edgewood Ln, Willows, CA 95988, USA",-122.2,39.53,,2002,,,,,,,,,,,,,,,,,,
470,North Airport Road,Willows,Glenn County,California,United States,95988,"470 N Airport Rd, Willows, CA 95988, USA",-122.23,39.53,,9701,,,,,,,,,,,,,,,,,,
6133,Road 53,Willows,Glenn County,California,United States,95988,"6133 Rd 53, Willows, CA 95988, USA",-122.22,39.51,,,,,,,,,,,,,,,,,,,,
526,West Sycamore Street,Willows,Glenn County,California,United States,95988,"526 W Sycamore St, Willows, CA 95988, USA",-122.2,39.52,,2746,,,,,,,,,,,,,,,,,,
380,Elm Street,Willows,Glenn County,California,United States,95988,"380 Elm St, Willows, CA 95988, USA",-122.2,39.51,,,,,,,,,,,,,,,,,,,,
1600,South Tehama Street,Willows,Glenn County,California,United States,95988,"1600 S Tehama St, Willows, CA 95988, USA",-122.19,39.5,,,,,,,,,,,,,,,,,,,,
,Unnamed Road,Orland,Glenn County,California,United States,95963,"Unnamed Road, Orland, CA 95963, USA",-122.04,39.72,,,,,,,,,,,,,,,,,,,,
7875,County Road W,Glenn,Glenn County,California,United States,95943,"7875 County Rd W, Glenn, CA 95943, USA",-122.05,39.6,,9637,,,,,,,,,,,,,,,,,,
,Road Ss,Willows,Glenn County,California,United States,95988,"Rd Ss, Willows, CA 95988, USA",-122.1,39.47,,,,,,,,,,,,,,,,,,,,
,Road Z,Butte City,Glenn County,California,United States,95920,"Rd Z, Butte City, CA 95920, USA",-121.94,39.45,,,,,,,,,,,,,,,,,,,,
178,Main Street,Hamilton City,Glenn County,California,United States,95951,"178 Main St, Hamilton City, CA 95951, USA",-122.01,39.74,,,,,,,,,,,,,,,,,,,,
27,7th Street,Eureka,Humboldt County,California,United States,95501,"27 7th St, Eureka, CA 95501, USA",-124.17,40.8,Downtown,0200,,,,,,,,,,,,,,,,,,
810,K Street,Eureka,Humboldt County,California,United States,95501,"810 K St, Eureka, CA 95501, USA",-124.16,40.8,Greenside Park,1927,,,,,,,,,,,,,,,,,,
1923,I Street,Eureka,Humboldt County,California,United States,95501,"1923 I St, Eureka, CA 95501, USA",-124.16,40.79,,3044,,,,,,,,,,,,,,,,,,
802,Harris Street,Eureka,Humboldt County,California,United States,95503,"802 Harris St, Eureka, CA 95503, USA",-124.16,40.78,,4542,,,,,,,,,,,,,,,,,,
3123,Ingley Street,Eureka,Humboldt County,California,United States,95503,"3123 Ingley St, Eureka, CA 95503, USA",-124.17,40.78,,,,,,,,,,,,,,,,,,,,
3300,Broadway Street,Eureka,Humboldt County,California,United States,95501,"3300 Broadway St, Eureka, CA 95501, USA",-124.19,40.78,,,,,,,,,,,,,,,,,,,,
1934,Broadway Street,Eureka,Humboldt County,California,United States,95501,"1934 Broadway St, Eureka, CA 95501, USA",-124.18,40.79,,2103,,,,,,,,,,,,,,,,,,
1926,B Street,Eureka,Humboldt County,California,United States,95501,"1926 B St, Eureka, CA 95501, USA",-124.17,40.79,,2953,,,,,,,,,,,,,,,,,,
3965,Campton Road,Eureka,Humboldt County,California,United States,95503,"3965 Campton Rd, Eureka, CA 95503, USA",-124.16,40.77,,6013,,,,,,,,,,,,,,,,,,
47,Spruce Street,Eureka,Humboldt County,California,United States,95503,"47 Spruce St, Eureka, CA 95503, USA",-124.17,40.77,,,,,,,,,,,,,,,,,,,,
3125,Central Avenue,Eureka,Humboldt County,California,United States,95503,"3125 Central Ave, Eureka, CA 95503, USA",-124.18,40.78,,5025,,,,,,,,,,,,,,,,,,
,Unnamed Road,Eureka,Humboldt County,California,United States,95503,"Unnamed Road, Eureka, CA 95503, USA",-124.17,40.75,,,,,,,,,,,,,,,,,,,,
4750,Fairway Drive,Eureka,Humboldt County,California,United States,95503,"4750 Fairway Dr, Eureka, CA 95503, USA",-124.17,40.76,Lundbar Hills,6471,,,,,,,,,,,,,,,,,,
4001,Broadway Street,Eureka,Humboldt County,California,United States,95503,"4001 Broadway St, Eureka, CA 95503, USA",-124.19,40.77,,5708,,,,,,,,,,,,,,,,,,
,Waterfront Trail,Eureka,Humboldt County,California,United States,95501,"Waterfront Trail, Eureka, CA 95501, USA",-124.15,40.81,Downtown,,,,,,,,,,,,,,,,,,,
1225,Bay Street,Eureka,Humboldt County,California,United States,95501,"1225 Bay St, Eureka, CA 95501, USA",-124.14,40.8,,,,,,,,,,,,,,,,,,,,
973,Myrtle Avenue,Eureka,Humboldt County,California,United States,95501,"973 Myrtle Avenue, Eureka, CA 95501, USA",-124.15,40.8,,,,,,,,,,,,,,,,,,,,
1910,Harrison Avenue,Eureka,Humboldt County,California,United States,95501,"1910 Harrison Ave, Eureka, CA 95501, USA",-124.14,40.79,,3210,,,,,,,,,,,,,,,,,,
3149,R Street,Eureka,Humboldt County,California,United States,95503,"3149 R St, Eureka, CA 95503, USA",-124.15,40.78,,,,,,,,,,,,,,,,,,,,
1940,S Street,Eureka,Humboldt County,California,United States,95501,"1940 S St, Eureka, CA 95501, USA",-124.15,40.79,,3138,,,,,,,,,,,,,,,,,,
3116,Harrison Avenue,Eureka,Humboldt County,California,United States,95503,"3116 Harrison Ave, Eureka, CA 95503, USA",-124.14,40.78,,5638,,,,,,,,,,,,,,,,,,
2483,Fern Street,Eureka,Humboldt County,California,United States,95503,"2483 Fern St, Eureka, CA 95503, USA",-124.14,40.77,,6252,,,,,,,,,,,,,,,,,,
4612,Excelsior Road,Eureka,Humboldt County,California,United States,95503,"4612 Excelsior Rd, Eureka, CA 95503, USA",-124.15,40.76,,6163,,,,,,,,,,,,,,,,,,
,Redwood Highway,Eureka,Humboldt County,California,United States,95503,"US-101, Eureka, CA 95503, USA",-124.11,40.81,,,,,,,,,,,,,,,,,,,,
3085,Girard Court,Eureka,Humboldt County,California,United States,95503,"3085 Girard Ct, Eureka, CA 95503, USA",-124.13,40.78,,4857,,,,,,,,,,,,,,,,,,
1101,Marsh Road,Eureka,Humboldt County,California,United States,95501,"1101 Marsh Rd, Eureka, CA 95501, USA",-124.13,40.8,,1574,,,,,,,,,,,,,,,,,,
3325,Edgewood Road,Eureka,Humboldt County,California,United States,95501,"3325 Edgewood Rd, Eureka, CA 95501, USA",-124.13,40.79,,2754,,,,,,,,,,,,,,,,,,
1871,Panorama Drive,Arcata,Humboldt County,California,United States,95521,"1871 Panorama Dr, Arcata, CA 95521, USA",-124.06,40.86,Jacoby Creek,6851,,,,,,,,,,,,,,,,,,
3500,Hadley Place,Arcata,Humboldt County,California,United States,95521,"3500 Hadley Pl, Arcata, CA 95521, USA",-124.05,40.85,Jacoby Creek,,,,,,,,,,,,,,,,,,,
4538,Greenwood Heights Drive,Kneeland,Humboldt County,California,United States,95549,"4538 Greenwood Heights Dr, Kneeland, CA 95549, USA",-124.02,40.8,Freshwater,8926,,,,,,,,,,,,,,,,,,
255,Samoa Boulevard,Arcata,Humboldt County,California,United States,95521,"255 Samoa Blvd, Arcata, CA 95521, USA",-124.08,40.86,,,,,,,,,,,,,,,,,,,,
600,South G Street,Arcata,Humboldt County,California,United States,95521,"600 S G St, Arcata, CA 95521, USA",-124.09,40.86,,,,,,,,,,,,,,,,,,,,
948,K Street,Arcata,Humboldt County,California,United States,95521,"948 K St, Arcata, CA 95521, USA",-124.09,40.87,,,,,,,,,,,,,,,,,,,,
,Park Drive,Arcata,Humboldt County,California,United States,95521,"Redwood Park, Park Dr, Arcata, CA 95521, USA",-124.07,40.87,,,,,,,,,,Redwood Park,,,,,,,,,,
231,12th Street,Arcata,Humboldt County,California,United States,95521,"231 12th St, Arcata, CA 95521, USA",-124.08,40.87,,5911,,,,,,,,,,,,,,,,,,
2040,Eastern Avenue,Arcata,Humboldt County,California,United States,95521,"2040 Eastern Ave, Arcata, CA 95521, USA",-124.09,40.88,,,,,,,,,,,,,,,,,,,,
6300,Lanphere Road,Arcata,Humboldt County,California,United States,95521,"6300 Lanphere Rd, Arcata, CA 95521, USA",-124.15,40.88,Pacific,,,,,,,,,,,,,,,,,,,
1730,Janes Road,Arcata,Humboldt County,California,United States,95521,"1730 Janes Rd, Arcata, CA 95521, USA",-124.1,40.88,,9623,,,,,,,,,,,,,,,,,,
2275,Mad River Road,Arcata,Humboldt County,California,United States,95521,"2275 Mad River Rd, Arcata, CA 95521, USA",-124.1,40.9,Pacific,9691,,,,,,,,,,,,,,,,,,
,,,Humboldt County,California,United States,,"Humboldt County, CA, USA",-124.23,40.81,,,,,,,,,,,,,,,,,,,,
995,East California Avenue,Arcata,Humboldt County,California,United States,95521,"995 E California Ave, Arcata, CA 95521, USA",-124.06,40.88,,5237,,,,,,,,,,,,,,,,,,
,Unnamed Road,Korbel,Humboldt County,California,United States,95550,"Unnamed Road, Korbel, CA 95550, USA",-123.74,40.66,,,,,,,,,,,,,,,,,,,,
,,Arcata,Humboldt County,California,United States,,"Pacific, Arcata, CA, USA",-124.08,40.91,Pacific,,,,,,,,,,,,,,,,,,,
,Unnamed Road,Hoopa,Humboldt County,California,United States,95546,"Unnamed Road, Hoopa, CA 95546, USA",-123.76,41.03,,,,,,,,,,,,,,,,,,,,
,California 169,Hoopa,Humboldt County,California,United States,95546,"CA-169, Hoopa, CA 95546, USA",-123.85,41.32,,,,,,,,,,,,,,,,,,,,
3121,Pine Creek Road,Hoopa,Humboldt County,California,United States,95546,"3121 Pine Creek Rd, Hoopa, CA 95546, USA",-123.72,41.09,,,,,,,,,,,,,,,,,,,,
,Oil Springs Road,Hoopa,Humboldt County,California,United States,95546,"Oil Springs Rd, Hoopa, CA 95546, USA",-123.63,41.11,,,,,,,,,,,,,,,,,,,,
,Twin Lakes Trail,Orleans,Humboldt County,California,United States,95556,"Twin Lakes Trail, Orleans, CA 95556, USA",-123.66,41.3,,,,,,,,,,,,,,,,,,,,
,Unnamed Road,Willow Creek,Humboldt County,California,United States,,"Unnamed Road, Willow Creek, CA, USA",-123.52,41.01,,,,,,,,,,,,,,,,,,,,
,Gold Bluffs Beach,Orick,Humboldt County,California,United States,95555,"Gold Bluffs Beach, Orick, CA 95555, USA",-124.08,41.36,,,,,,,,,,,,,,,,,,,,
,Unnamed Road,Trinidad,Humboldt County,California,United States,95570,"Unnamed Road, Trinidad, CA 95570, USA",-124.06,41.13,,,,,,,,,,,,,,,,,,,,
265,Parker Creek Drive,Trinidad,Humboldt County,California,United States,95570,"265 Parker Creek Dr, Trinidad, CA 95570, USA",-124.14,41.06,,,,,,,,,,,,,,,,,,,,
1001,Cedar Avenue,Trinidad,Humboldt County,California,United States,95570,"1001 Cedar Ave, Trinidad, CA 95570, USA",-124.1,41.04,,,,,,,,,,,,,,,,,,,,
338,Tip Top Ridge Road,McKinleyville,Humboldt County,California,United States,95519,"338 Tip Top Ridge Rd, McKinleyville, CA 95519, USA",-124.01,40.97,Fieldbrook,9780,,,,,,,,,,,,,,,,,,
571,Whittier Lane,McKinleyville,Humboldt County,California,United States,95519,"571 Whittier Ln, McKinleyville, CA 95519, USA",-124.0,40.92,,9768,,,,,,,,,,,,,,,,,,
1750,Glendale Drive,McKinleyville,Humboldt County,California,United States,95519,"1750 Glendale Dr, McKinleyville, CA 95519, USA",-124.01,40.89,,,,,,,,,,,,,,,,,,,,
127,Acacia Drive,Blue Lake,Humboldt County,California,United States,95525,"127 Acacia Dr, Blue Lake, CA 95525, USA",-123.98,40.88,,,,,,,,,,,,,,,,,,,,
,Old Highway 200,Blue Lake,Humboldt County,California,United States,95525,"Old Hwy 200, Blue Lake, CA 95525, USA",-123.88,40.93,,,,,,,,,,,,,,,,,,,,
,,,Humboldt County,California,United States,,"Humboldt County, CA, USA",-124.16,41.02,,,,,,,,,,,,,,,,,,,,
4680,Kemp Avenue,McKinleyville,Humboldt County,California,United States,95519,"4680 Kemp Ave, McKinleyville, CA 95519, USA",-124.08,40.99,,9104,,,,,,,,,,,,,,,,,,
,,,Humboldt County,California,United States,,"Humboldt County, CA, USA",-124.16,40.95,,,,,,,,,,,,,,,,,,,,
2395,McKinleyville Avenue,McKinleyville,Humboldt County,California,United States,95519,"2395 McKinleyville Ave, McKinleyville, CA 95519, USA",-124.11,40.95,,,,,,,,,,,,,,,,,,,,
2070,Babler Road,McKinleyville,Humboldt County,California,United States,95519,"2070 Babler Rd, McKinleyville, CA 95519, USA",-124.09,40.95,,3738,,,,,,,,,,,,,,,,,,
1450,Green Acres Street,McKinleyville,Humboldt County,California,United States,95519,"1450 Green Acres St, McKinleyville, CA 95519, USA",-124.11,40.93,,4355,,,,,,,,,,,,,,,,,,
2386,2nd Road,McKinleyville,Humboldt County,California,United States,95519,"2386 2nd Rd, McKinleyville, CA 95519, USA",-124.08,40.94,,4039,,,,,,,,,,,,,,,,,,
2026,Saint Maru Lane,McKinleyville,Humboldt County,California,United States,95519,"2026 St Maru Ln, McKinleyville, CA 95519, USA",-124.09,40.92,,4335,,,,,,,,,,,,,,,,,,
,Old Railroad Grade Road,McKinleyville,Humboldt County,California,United States,95519,"Old Railroad Grade Rd, McKinleyville, CA 95519, USA",-124.05,40.94,Butte,,,,,,,,,,,,,,,,,,,
2423,Central Avenue,McKinleyville,Humboldt County,California,United States,95519,"2423 Central Ave, McKinleyville, CA 95519, USA",-124.1,40.95,,3615,,,,,,,,,,,,,,,,,,
,Unnamed Road,Eureka,Humboldt County,California,United States,95503,"Unnamed Road, Eureka, CA 95503, USA",-124.07,40.81,Freshwater,,,,,,,,,,,,,,,,,,,
,HRC Road 15,Kneeland,Humboldt County,California,United States,95549,"HRC Rd 15, Kneeland, CA 95549, USA",-124.02,40.72,Garfield,,,,,,,,,,,,,,,,,,,
,Unnamed Road,Eureka,Humboldt County,California,United States,95503,"Unnamed Road, Eureka, CA 95503, USA",-124.1,40.73,,,,,,,,,,,,,,,,,,,,
555,Westgate Drive,Eureka,Humboldt County,California,United States,95503,"555 Westgate Dr, Eureka, CA 95503, USA",-124.17,40.74,,6657,,,,,,,,,,,,,,,,,,
,Unnamed Road,Eureka,Humboldt County,California,United States,95503,"Unnamed Road, Eureka, CA 95503, USA",-124.14,40.72,,,,,,,,,,,,,,,,,,,,
,Lundblade Mill Road,Loleta,Humboldt County,California,United States,95551,"Lundblade Mill Rd, Loleta, CA 95551, USA",-124.14,40.67,,,,,,,,,,,,,,,,,,,,
6831,Linda Road,Eureka,Humboldt County,California,United States,95503,"6831 Linda Rd, Eureka, CA 95503, USA",-124.19,40.73,,,,,,,,,,,,,,,,,,,,
5348,Tooby Road,Eureka,Humboldt County,California,United States,95503,"5348 Tooby Rd, Eureka, CA 95503, USA",-124.21,40.75,,6962,,,,,,,,,,,,,,,,,,
4811,Table Bluff Road,Loleta,Humboldt County,California,United States,95551,"4811 Table Bluff Rd, Loleta, CA 95551, USA",-124.27,40.69,,,,,,,,,,,,,,,,,,,,
1090,Tompkins Hill Road,Fortuna,Humboldt County,California,United States,95540,"1090 Tompkins Hill Rd, Fortuna, CA 95540, USA",-124.18,40.62,,9772,,,,,,,,,,,,,,,,,,
1200,Palmer Boulevard,Fortuna,Humboldt County,California,United States,95540,"1200 Palmer Blvd, Fortuna, CA 95540, USA",-124.17,40.62,,,,,,,,,,,,,,,,,,,,
,Graham Way,Fortuna,Humboldt County,California,United States,95540,"Graham Way, Fortuna, CA 95540, USA",-124.13,40.62,,,,,,,,,,,,,,,,,,,,
943,7th Street,Fortuna,Humboldt County,California,United States,95540,"943 7th St, Fortuna, CA 95540, USA",-124.16,40.6,,1808,,,,,,,,,,,,,,,,,,
277,South 15th Street,Fortuna,Humboldt County,California,United States,95540,"277 S 15th St, Fortuna, CA 95540, USA",-124.15,40.59,,2613,,,,,,,,,,,,,,,,,,
2551,Hillside Drive,Fortuna,Humboldt County,California,United States,95540,"2551 Hillside Dr, Fortuna, CA 95540, USA",-124.14,40.6,,2238,,,,,,,,,,,,,,,,,,
2515,Virginia Drive,Fortuna,Humboldt County,California,United States,95540,"2515 Virginia Dr, Fortuna, CA 95540, USA",-124.14,40.59,,4808,,,,,,,,,,,,,,,,,,
,North Fisher Road,Hydesville,Humboldt County,California,United States,95547,"N Fisher Rd, Hydesville, CA 95547, USA",-124.05,40.59,,,,,,,,,,,,,,,,,,,,
3123,Gray Brook Lane,Hydesville,Humboldt County,California,United States,95547,"3123 Gray Brook Ln, Hydesville, CA 95547, USA",-124.09,40.55,,9406,,,,,,,,,,,,,,,,,,
,HRC Road 4,Kneeland,Humboldt County,California,United States,95549,"HRC Rd 4, Kneeland, CA 95549, USA",-123.96,40.57,,,,,,,,,,,,,,,,,,,,
30142,California 36,Bridgeville,Humboldt County,California,United States,95526,"30142 CA-36, Bridgeville, CA 95526, USA",-123.73,40.48,,9601,,,,,,,,,,,,,,,,,,
2380,Kenmar Road,Fortuna,Humboldt County,California,United States,95540,"2380 Kenmar Rd, Fortuna, CA 95540, USA",-124.14,40.58,Rohnerville,3208,,,,,,,,,,,,,,,,,,
2534,School Street,Fortuna,Humboldt County,California,United States,95540,"2534 School St, Fortuna, CA 95540, USA",-124.14,40.57,Rohnerville,3460,,,,,,,,,,,,,,,,,,
4151,Mill Street,Fortuna,Humboldt County,California,United States,95540,"4151 Mill St, Fortuna, CA 95540, USA",-124.11,40.57,Rohnerville,,,,,,,,,,,,,,,,,,,
194,California 36,Fortuna,Humboldt County,California,United States,95540,"194 CA-36, Fortuna, CA 95540, USA",-124.13,40.55,,,,,,,,,,,,,,,,,,,,
225,Smither Court,Rio Dell,Humboldt County,California,United States,95562,"225 Smither Ct, Rio Dell, CA 95562, USA",-124.1,40.5,,,,,,,,,,,,,,,,,,,,
,HRC I-5 Road,Rio Dell,Humboldt County,California,United States,95562,"HRC I-5 Rd, Rio Dell, CA 95562, USA",-124.09,40.44,,,,,,,,,,,,,,,,,,,,
,Railroad Avenue,Rio Dell,Humboldt County,California,United States,95562,"Railroad Ave, Rio Dell, CA 95562, USA",-124.1,40.47,,,,,,,,,,,,,,,,,,,,
,Shively Road,Scotia,Humboldt County,California,United States,95565,"Shively Rd, Scotia, CA 95565, USA",-124.03,40.45,,,,,,,,,,,,,,,,,,,,
837,Herbert Street,Ferndale,Humboldt County,California,United States,95536,"837 Herbert St Box 115, Ferndale, CA 95536, USA",-124.26,40.58,,,,,,,,Box 115,,,,,,,,,,,,
2799,Williams Creek Road,Ferndale,Humboldt County,California,United States,95536,"2799 Williams Creek Rd, Ferndale, CA 95536, USA",-124.23,40.54,,,,,,,,,,,,,,,,,,,,
8028,Centerville Road,Ferndale,Humboldt County,California,United States,95536,"8028 Centerville Rd, Ferndale, CA 95536, USA",-124.35,40.54,,,,,,,,,,,,,,,,,,,,
33856,Mattole Road,Petrolia,Humboldt County,California,United States,95558,"33856 Mattole Rd, Petrolia, CA 95558, USA",-124.25,40.28,,,,,,,,,,,,,,,,,,,,
405-500,Rancho Lane,Whitethorn,Humboldt County,California,United States,95589,"405-500 Rancho Ln, Whitethorn, CA 95589, USA",-124.08,40.06,,,,,,,,,,,,,,,,,,,,
,,Garberville,,California,United States,95542,"Garberville, CA 95542, USA",-124.0,40.22,,,,,,,,,,,,,,,,,,,,
664,Elk Creek Road,Myers Flat,Humboldt County,California,United States,95554,"664 Elk Creek Rd, Myers Flat, CA 95554, USA",-123.84,40.28,,,,,,,,,,,,,,,,,,,,
,,Blocksburg,Humboldt County,California,United States,95514,"Blocksburg, CA 95514, USA",-123.68,40.24,,,,,,,,,,,,,,,,,,,,
422,Wood Ranch Road,Redway,Humboldt County,California,United States,95560,"422 Wood Ranch Rd, Redway, CA 95560, USA",-123.82,40.16,,,,,,,,,,,,,,,,,,,,
155,Murrish Road,Redway,Humboldt County,California,United States,95560,"155 Murrish Rd, Redway, CA 95560, USA",-123.82,40.12,,,,,,,,,,,,,,,,,,,,
5842,Alderpoint Road,Garberville,Humboldt County,California,United States,95542,"5842 Alderpoint Rd, Garberville, CA 95542, USA",-123.75,40.11,,,,,,,,,,,,,,,,,,,,
1370,Fish Canyon Road,Garberville,Humboldt County,California,United States,95542,"1370 Fish Canyon Rd, Garberville, CA 95542, USA",-123.78,40.05,,,,,,,,,,,,,,,,,,,,
617,Ironwood Road,Calipatria,Imperial County,California,United States,92233,"617 Ironwood Rd, Calipatria, CA 92233, USA",-115.52,33.12,,,,,,,,,,,,,,,,,,,,
425,North International Boulevard,Calipatria,Imperial County,California,United States,92233,"425 N International Blvd, Calipatria, CA 92233, USA",-115.52,33.13,,,,,,,,,,,,,,,,,,,,
170,East Date Street,Calipatria,Imperial County,California,United States,92233,"170 E Date St, Calipatria, CA 92233, USA",-115.51,33.12,,,,,,,,,,,,,,,,,,,,
,Simpson Road,Calipatria,Imperial County,California,United States,92233,"Simpson Rd, Calipatria, CA 92233, USA",-115.46,33.19,,,,,,,,,,,,,,,,,,,,
307,Main Street,Calipatria,Imperial County,California,United States,92233,"307 Main St, Calipatria, CA 92233, USA",-115.51,33.24,,,,,,,,,,,,,,,,,,,,
,Red Hill Road,Calipatria,Imperial County,California,United States,92233,"Red Hill Rd, Calipatria, CA 92233, USA",-115.6,33.2,,,,,,,,,,,,,,,,,,,,
,Unnamed Road,Brawley,Imperial County,California,United States,92227,"Unnamed Road, Brawley, CA 92227, USA",-115.73,33.09,,,,,,,,,,,,,,,,,,,,
201,East 6th Street,Calexico,Imperial County,California,United States,92231,"201 E 6th St, Calexico, CA 92231, USA",-115.62,33.04,,,,,,,,,,,,,,,,,,,,
746,Boarts Road,Westmorland,Imperial County,California,United States,92281,"746 Boarts Rd, Westmorland, CA 92281, USA",-115.6,33.04,,,,,,,,,,,,,,,,,,,,
,Taecker Road,Brawley,Imperial County,California,United States,92227,"Taecker Rd, Brawley, CA 92227, USA",-115.41,32.99,,,,,,,,,,,,,,,,,,,,
